transport_id,order_id,origin,destination,transport_mode,distance_km,planned_days,actual_days,transport_cost,status
TRS-00799,ORD-00963,福建上杭,佛山,水运,1188.8,5,6,25715.73,已送达
TRS-00800,ORD-00965,黑龙江多宝山,哈尔滨,公路,401.6,1,1,16548.63,已送达
TRS-00801,ORD-00966,新疆阿勒泰,石家庄,铁路,3883.1,7,8,98683.89,已送达
TRS-00802,ORD-00967,福建上杭,苏州,公路,883.6,3,3,49093.96,已送达
TRS-00803,ORD-00968,贵州贞丰,昆明,公路,581.2,2,2,24015.91,已送达
TRS-00804,ORD-00969,福建上杭,汕头,水运,725.1,4,4,20915.68,已送达
TRS-00805,ORD-00970,福建上杭,无锡,公路,999.5,3,3,38773.57,已送达
TRS-00806,ORD-00971,福建上杭,上海,水运,934.1,5,5,21066.76,已送达
TRS-00807,ORD-00973,新疆阿勒泰,天津,铁路,3258.8,7,7,94570.49,已送达
TRS-00808,ORD-00974,贵州贞丰,贵阳,公路,285.1,1,1,12659.16,已送达
TRS-00809,ORD-00976,河南洛阳,银川,铁路,1131.9,4,5,54338.45,已送达
TRS-00810,ORD-00977,福建上杭,温州,公路,723.9,2,2,32826.37,运输中
TRS-00811,ORD-00978,福建上杭,东莞,水运,1174.3,5,5,27547.80,已送达
TRS-00812,ORD-00979,新疆阿勒泰,太原,铁路,2753.5,6,7,74062.03,已送达
TRS-00813,ORD-00980,福建上杭,苏州,公路,870.4,3,3,45391.79,已送达
TRS-00814,ORD-00981,黑龙江多宝山,大连,铁路,771.7,3,3,33189.84,已送达
TRS-00815,ORD-00982,贵州贞丰,南宁,铁路,816.0,3,4,30466.21,已送达
TRS-00816,ORD-00984,福建上杭,珠海,水运,946.6,5,5,26418.95,已送达
TRS-00817,ORD-00985,河南洛阳,乌鲁木齐,铁路,2894.3,7,9,90862.02,延误
TRS-00818,ORD-00986,新疆阿勒泰,呼和浩特,铁路,2963.3,6,6,71303.86,已送达
TRS-00819,ORD-00987,福建上杭,上海,公路,961.2,3,3,40876.96,已送达
TRS-00820,ORD-00988,贵州贞丰,成都,公路,553.5,2,2,25867.91,已送达
TRS-00821,ORD-00990,福建上杭,厦门,公路,231.2,1,1,13253.56,已送达
TRS-00822,ORD-00991,福建上杭,杭州,水运,796.1,4,4,23291.12,已送达
TRS-00823,ORD-00992,新疆阿勒泰,北京,铁路,3600.7,7,7,101857.96,已送达
TRS-00824,ORD-00994,福建上杭,广州,水运,1163.6,5,5,22705.75,已送达
TRS-00825,ORD-00995,贵州贞丰,重庆,公路,531.3,2,2,22605.15,已送达
TRS-00826,ORD-00996,黑龙江多宝山,沈阳,铁路,880.7,3,3,32589.82,已送达
TRS-00827,ORD-00997,福建上杭,合肥,公路,1025.1,3,3,36535.72,已送达
TRS-00828,ORD-00998,新疆阿勒泰,石家庄,铁路,3962.4,7,8,80695.59,已送达
TRS-00829,ORD-00999,福建上杭,深圳,水运,1119.4,5,5,23235.78,已送达
TRS-00830,ORD-01000,贵州贞丰,昆明,公路,555.5,2,2,23325.22,已送达
TRS-00831,ORD-01001,福建上杭,上海,公路,1068.2,3,3,39100.90,已送达
TRS-00832,ORD-01002,福建上杭,广州,铁路,1059.0,4,4,43089.42,已送达
TRS-00833,ORD-01003,新疆阿勒泰,北京,铁路,3632.8,7,8,93838.62,已送达
TRS-00834,ORD-01004,贵州贞丰,成都,公路,682.9,2,2,27035.85,运输中
TRS-00835,ORD-01005,福建上杭,南京,水运,862.4,5,5,22115.83,已送达
TRS-00836,ORD-01006,新疆阿勒泰,兰州,铁路,3271.1,6,7,71561.73,已送达
TRS-00837,ORD-01008,福建上杭,杭州,公路,954.5,3,3,44729.79,已送达
TRS-00838,ORD-01009,黑龙江多宝山,沈阳,铁路,922.5,3,3,30615.10,已送达
TRS-00839,ORD-01010,河南洛阳,北京,公路,709.6,2,3,35244.33,已送达
TRS-00840,ORD-01012,贵州贞丰,重庆,公路,419.9,2,2,21351.35,已送达
TRS-00841,ORD-01013,福建上杭,上海,水运,861.4,5,6,23598.43,已送达
TRS-00842,ORD-01014,新疆阿勒泰,天津,铁路,4047.2,7,9,109294.89,延误
TRS-00843,ORD-01015,河南洛阳,西安,公路,543.7,2,2,24386.14,已送达
TRS-00844,ORD-01016,福建上杭,合肥,公路,916.3,3,3,40114.24,已送达
TRS-00845,ORD-01018,福建上杭,深圳,水运,1267.0,5,5,25390.68,已送达
TRS-00846,ORD-01019,贵州贞丰,昆明,公路,515.5,2,2,24689.44,已送达
TRS-00847,ORD-01021,福建上杭,苏州,公路,961.3,3,4,39254.20,已送达
TRS-00848,ORD-01022,福建上杭,佛山,铁路,1274.1,4,4,42019.06,已送达
TRS-00849,ORD-01023,新疆阿勒泰,银川,铁路,2009.3,5,6,66405.82,已送达
TRS-00850,ORD-01024,福建上杭,无锡,公路,826.1,3,3,38545.11,已送达
TRS-00851,ORD-01025,黑龙江多宝山,长春,铁路,630.6,2,2,26649.62,已送达
TRS-00852,ORD-01026,新疆阿勒泰,石家庄,铁路,3968.5,7,7,79171.52,已送达
TRS-00853,ORD-01028,福建上杭,东莞,水运,979.6,5,5,24837.58,已送达
TRS-00854,ORD-01029,贵州贞丰,武汉,铁路,994.3,4,5,46768.60,已送达
TRS-00855,ORD-01030,河南洛阳,乌鲁木齐,铁路,3335.1,7,8,91309.24,已送达
TRS-00856,ORD-01031,黑龙江多宝山,哈尔滨,公路,395.8,1,1,16173.42,已送达
TRS-00857,ORD-01033,福建上杭,汕头,公路,665.6,2,2,32872.53,已送达
TRS-00858,ORD-01034,新疆阿勒泰,太原,铁路,3296.9,6,7,95514.67,已送达
TRS-00859,ORD-01035,贵州贞丰,贵阳,公路,254.0,1,1,11793.90,已送达
TRS-00860,ORD-01037,福建上杭,珠海,水运,1009.4,5,5,21280.52,已送达
TRS-00861,ORD-01038,河南洛阳,西宁,铁路,1481.8,4,5,57205.56,已送达
TRS-00862,ORD-01039,福建上杭,温州,公路,657.2,2,2,37483.33,已送达
TRS-00863,ORD-01040,黑龙江多宝山,大连,铁路,941.1,3,4,38503.76,已送达
TRS-00864,ORD-01041,新疆阿勒泰,呼和浩特,铁路,2883.4,6,6,88652.62,已送达
TRS-00865,ORD-01042,贵州贞丰,南宁,铁路,763.6,3,3,28550.62,已送达
TRS-00866,ORD-01043,福建上杭,宁波,水运,713.1,4,4,19237.40,已送达
TRS-00867,ORD-01045,河南洛阳,郑州,公路,135.1,1,1,7759.11,已送达
TRS-00868,ORD-01046,贵州贞丰,成都,公路,560.7,2,3,30186.69,已送达
TRS-00869,ORD-01048,黑龙江多宝山,长春,铁路,581.7,2,2,22730.88,已送达
TRS-00870,ORD-01049,新疆阿勒泰,兰州,铁路,2380.2,6,8,81525.22,延误
TRS-00871,ORD-01050,福建上杭,厦门,公路,276.4,1,1,13427.00,已送达
TRS-00872,ORD-01051,福建上杭,上海,水运,999.9,5,5,25056.86,已送达
TRS-00873,ORD-01052,新疆阿勒泰,北京,铁路,3223.4,7,7,86891.46,已送达
TRS-00874,ORD-01054,福建上杭,广州,水运,1254.0,5,6,30369.40,已送达
TRS-00875,ORD-01055,福建上杭,南京,公路,926.1,3,3,38932.84,已送达
TRS-00876,ORD-01056,黑龙江多宝山,沈阳,铁路,803.9,3,4,31719.68,已送达
TRS-00877,ORD-01057,河南洛阳,西安,铁路,581.9,2,2,21472.59,已送达
TRS-00878,ORD-01058,福建上杭,杭州,公路,1065.5,3,3,42610.60,已送达
TRS-00879,ORD-01060,福建上杭,深圳,水运,1008.5,5,5,21339.92,已送达
TRS-00880,ORD-01061,贵州贞丰,重庆,公路,445.9,2,2,24586.41,已送达
TRS-00881,ORD-01062,福建上杭,合肥,铁路,774.5,3,3,32816.53,已送达
TRS-00882,ORD-01063,福建上杭,佛山,水运,1343.6,5,6,25340.35,已送达
TRS-00883,ORD-01065,黑龙江多宝山,哈尔滨,公路,318.0,1,1,13138.57,已送达
TRS-00884,ORD-01066,新疆阿勒泰,石家庄,铁路,3765.6,7,8,88449.54,已送达
TRS-00885,ORD-01067,福建上杭,苏州,公路,1097.0,3,3,44228.21,已送达
TRS-00886,ORD-01068,贵州贞丰,昆明,公路,501.5,2,2,28402.87,已送达
TRS-00887,ORD-01069,福建上杭,汕头,水运,628.7,4,4,20558.68,已送达
TRS-00888,ORD-01070,福建上杭,无锡,公路,963.0,3,3,48747.72,已送达
TRS-00889,ORD-01071,福建上杭,上海,水运,842.5,5,5,22689.37,已送达
TRS-00890,ORD-01073,新疆阿勒泰,天津,铁路,3967.4,7,7,92943.79,已送达
TRS-00891,ORD-01074,贵州贞丰,贵阳,公路,307.4,1,1,13485.61,已送达
TRS-00892,ORD-01076,河南洛阳,银川,铁路,1398.4,4,5,46210.94,已送达
TRS-00893,ORD-01077,福建上杭,温州,公路,656.9,2,2,27262.30,运输中
TRS-00894,ORD-01078,福建上杭,东莞,水运,906.2,5,5,27314.16,已送达
TRS-00895,ORD-01079,新疆阿勒泰,太原,铁路,2686.7,6,7,93110.79,已送达
TRS-00896,ORD-01080,福建上杭,苏州,公路,1079.1,3,3,44967.51,已送达
TRS-00897,ORD-01081,黑龙江多宝山,大连,铁路,795.9,3,3,31530.20,已送达
TRS-00898,ORD-01082,贵州贞丰,南宁,铁路,897.1,3,4,32334.27,已送达
TRS-00899,ORD-01084,福建上杭,珠海,水运,1240.6,5,5,22793.21,已送达
TRS-00900,ORD-01085,河南洛阳,乌鲁木齐,铁路,2746.6,7,9,85626.11,延误
TRS-00901,ORD-01086,新疆阿勒泰,呼和浩特,铁路,2395.6,6,6,81834.09,已送达
TRS-00902,ORD-01087,福建上杭,上海,公路,1055.0,3,3,42197.13,已送达
TRS-00903,ORD-01088,贵州贞丰,成都,公路,635.6,2,2,24410.76,已送达
TRS-00904,ORD-01090,福建上杭,厦门,公路,237.2,1,1,12108.72,已送达
TRS-00905,ORD-01091,福建上杭,杭州,水运,680.4,4,4,17585.42,已送达
TRS-00906,ORD-01092,新疆阿勒泰,北京,铁路,4003.2,7,7,105246.89,已送达
TRS-00907,ORD-01094,福建上杭,广州,水运,1181.1,5,5,26843.88,已送达
TRS-00908,ORD-01095,贵州贞丰,重庆,公路,478.0,2,2,25605.71,已送达
TRS-00909,ORD-01096,黑龙江多宝山,沈阳,铁路,684.9,3,3,28073.31,已送达
TRS-00910,ORD-01097,福建上杭,合肥,公路,869.6,3,3,38511.76,已送达
TRS-00911,ORD-01098,新疆阿勒泰,石家庄,铁路,3208.8,7,8,107773.68,已送达
TRS-00912,ORD-01099,福建上杭,深圳,水运,1279.7,5,5,28612.30,已送达
TRS-00913,ORD-01100,贵州贞丰,昆明,公路,655.8,2,2,24831.01,已送达
TRS-00914,ORD-01101,福建上杭,上海,公路,1045.7,3,3,40061.70,已送达
TRS-00915,ORD-01102,福建上杭,广州,铁路,1324.8,4,4,37282.14,已送达
TRS-00916,ORD-01103,新疆阿勒泰,北京,铁路,3929.3,7,8,83477.45,已送达
TRS-00917,ORD-01104,贵州贞丰,成都,公路,595.6,2,2,27295.49,运输中
TRS-00918,ORD-01105,福建上杭,南京,水运,760.8,5,5,19158.83,已送达
TRS-00919,ORD-01106,新疆阿勒泰,兰州,铁路,2902.3,6,7,91935.20,已送达
TRS-00920,ORD-01108,福建上杭,杭州,公路,1065.5,3,3,46180.93,已送达
TRS-00921,ORD-01109,黑龙江多宝山,沈阳,铁路,717.9,3,3,31908.70,已送达
TRS-00922,ORD-01110,河南洛阳,北京,公路,817.9,2,3,37562.42,已送达
TRS-00923,ORD-01112,贵州贞丰,重庆,公路,472.3,2,2,19429.63,已送达
TRS-00924,ORD-01113,福建上杭,上海,水运,858.4,5,6,18868.71,已送达
TRS-00925,ORD-01114,新疆阿勒泰,天津,铁路,3090.3,7,9,91265.34,延误
TRS-00926,ORD-01115,河南洛阳,西安,公路,514.7,2,2,23263.87,已送达
TRS-00927,ORD-01116,福建上杭,合肥,公路,822.7,3,3,41815.72,已送达
TRS-00928,ORD-01118,福建上杭,深圳,水运,1004.8,5,5,27138.85,已送达
TRS-00929,ORD-01119,贵州贞丰,昆明,公路,543.2,2,2,23942.13,已送达
TRS-00930,ORD-01121,福建上杭,苏州,公路,839.1,3,4,48789.49,已送达
TRS-00931,ORD-01122,福建上杭,佛山,铁路,1043.1,4,4,38228.15,已送达
TRS-00932,ORD-01123,新疆阿勒泰,银川,铁路,2027.3,5,6,64787.76,已送达
TRS-00933,ORD-01124,福建上杭,无锡,公路,1040.3,3,3,43916.03,已送达
TRS-00934,ORD-01125,黑龙江多宝山,长春,铁路,561.1,2,2,28727.80,已送达
TRS-00935,ORD-01126,新疆阿勒泰,石家庄,铁路,3369.9,7,7,84590.78,已送达
TRS-00936,ORD-01128,福建上杭,东莞,水运,1079.7,5,5,28277.23,已送达
TRS-00937,ORD-01129,贵州贞丰,武汉,铁路,976.6,4,5,42966.80,已送达
TRS-00938,ORD-01130,河南洛阳,乌鲁木齐,铁路,3031.7,7,8,99321.38,已送达
TRS-00939,ORD-01131,黑龙江多宝山,哈尔滨,公路,361.0,1,1,15274.99,已送达
TRS-00940,ORD-01133,福建上杭,汕头,公路,714.1,2,2,30804.42,已送达
TRS-00941,ORD-01134,新疆阿勒泰,太原,铁路,2760.9,6,7,80460.24,已送达
TRS-00942,ORD-01135,贵州贞丰,贵阳,公路,257.2,1,1,12633.02,已送达
TRS-00943,ORD-01137,福建上杭,珠海,水运,994.3,5,5,20206.53,已送达
TRS-00944,ORD-01138,河南洛阳,西宁,铁路,1225.6,4,5,47827.62,已送达
TRS-00945,ORD-01139,福建上杭,温州,公路,749.3,2,2,35414.62,已送达
TRS-00946,ORD-01140,黑龙江多宝山,大连,铁路,775.5,3,4,39424.46,已送达
TRS-00947,ORD-01141,新疆阿勒泰,呼和浩特,铁路,2722.1,6,6,77844.39,已送达
TRS-00948,ORD-01142,贵州贞丰,南宁,铁路,928.5,3,3,32984.77,已送达
TRS-00949,ORD-01143,福建上杭,宁波,水运,646.8,4,4,19644.62,已送达
TRS-00950,ORD-01145,河南洛阳,郑州,公路,131.6,1,1,9420.99,已送达
TRS-00951,ORD-01146,贵州贞丰,成都,公路,755.4,2,3,25848.51,已送达
TRS-00952,ORD-01148,黑龙江多宝山,长春,铁路,689.5,2,2,27963.85,已送达
TRS-00953,ORD-01149,新疆阿勒泰,兰州,铁路,3135.0,6,8,94408.49,延误
TRS-00954,ORD-01150,福建上杭,厦门,公路,220.8,1,1,10673.62,已送达
TRS-00955,ORD-01151,福建上杭,上海,水运,919.3,5,5,23413.92,已送达
TRS-00956,ORD-01152,新疆阿勒泰,北京,铁路,3616.0,7,7,95390.45,已送达
TRS-00957,ORD-01154,福建上杭,广州,水运,1353.9,5,6,27302.05,已送达
TRS-00958,ORD-01155,福建上杭,南京,公路,1006.2,3,3,37548.16,已送达
TRS-00959,ORD-01156,黑龙江多宝山,沈阳,铁路,704.8,3,4,32219.17,已送达
TRS-00960,ORD-01157,河南洛阳,西安,铁路,472.8,2,2,18736.30,已送达
TRS-00961,ORD-01158,福建上杭,杭州,公路,859.8,3,3,47479.61,已送达
TRS-00962,ORD-01160,福建上杭,深圳,水运,1259.1,5,5,22018.90,已送达
TRS-00963,ORD-01161,贵州贞丰,重庆,公路,543.6,2,2,24209.61,已送达
TRS-00964,ORD-01162,福建上杭,合肥,铁路,1016.7,3,3,30108.05,已送达
TRS-00965,ORD-01163,福建上杭,佛山,水运,1207.9,5,6,22126.97,已送达
TRS-00966,ORD-01165,黑龙江多宝山,哈尔滨,公路,304.9,1,1,13070.76,已送达
TRS-00967,ORD-01166,新疆阿勒泰,石家庄,铁路,3497.3,7,8,83182.08,已送达
TRS-00968,ORD-01167,福建上杭,苏州,公路,1048.1,3,3,47280.48,已送达
TRS-00969,ORD-01168,贵州贞丰,昆明,公路,600.7,2,2,30346.24,已送达
TRS-00970,ORD-01169,福建上杭,汕头,水运,742.1,4,4,16438.10,已送达
TRS-00971,ORD-01170,福建上杭,无锡,公路,886.7,3,3,47284.74,已送达
TRS-00972,ORD-01171,福建上杭,上海,水运,987.7,5,5,24913.11,已送达
TRS-00973,ORD-01173,新疆阿勒泰,天津,铁路,3246.2,7,7,112480.38,已送达
TRS-00974,ORD-01174,贵州贞丰,贵阳,公路,268.1,1,1,12531.65,已送达
TRS-00975,ORD-01176,河南洛阳,银川,铁路,1158.0,4,5,51370.03,已送达
TRS-00976,ORD-01177,福建上杭,温州,公路,717.4,2,2,30969.92,运输中
TRS-00977,ORD-01178,福建上杭,东莞,水运,1188.7,5,5,21808.97,已送达
TRS-00978,ORD-01179,新疆阿勒泰,太原,铁路,3180.1,6,7,99234.10,已送达
TRS-00979,ORD-01180,福建上杭,苏州,公路,1090.4,3,3,45366.25,已送达
TRS-00980,ORD-01181,黑龙江多宝山,大连,铁路,784.2,3,3,38286.36,已送达
TRS-00981,ORD-01182,贵州贞丰,南宁,铁路,844.5,3,4,30502.11,已送达
TRS-00982,ORD-01184,福建上杭,珠海,水运,995.7,5,5,20005.40,已送达
TRS-00983,ORD-01185,河南洛阳,乌鲁木齐,铁路,3046.6,7,9,85373.46,延误
TRS-00984,ORD-01186,新疆阿勒泰,呼和浩特,铁路,2986.5,6,6,78022.00,已送达
TRS-00985,ORD-01187,福建上杭,上海,公路,1011.9,3,3,49528.58,已送达
TRS-00986,ORD-01188,贵州贞丰,成都,公路,594.2,2,2,27728.85,已送达
TRS-00987,ORD-01190,福建上杭,厦门,公路,227.1,1,1,10807.07,已送达
TRS-00988,ORD-01191,福建上杭,杭州,水运,692.9,4,4,19617.56,已送达
TRS-00989,ORD-01192,新疆阿勒泰,北京,铁路,3865.6,7,7,92484.31,已送达
TRS-00990,ORD-01194,福建上杭,广州,水运,1397.5,5,5,27893.22,已送达
TRS-00991,ORD-01195,贵州贞丰,重庆,公路,514.7,2,2,25786.49,已送达
TRS-00992,ORD-01196,黑龙江多宝山,沈阳,铁路,698.6,3,3,28114.50,已送达
TRS-00993,ORD-01197,福建上杭,合肥,公路,904.2,3,3,41860.60,已送达
TRS-00994,ORD-01198,新疆阿勒泰,石家庄,铁路,3462.7,7,8,105851.89,已送达
TRS-00995,ORD-01199,福建上杭,深圳,水运,1004.7,5,5,25214.12,已送达
TRS-00996,ORD-01200,贵州贞丰,昆明,公路,491.2,2,2,28584.76,已送达
TRS-00997,ORD-01201,福建上杭,上海,公路,1025.3,3,3,38682.14,已送达
TRS-00998,ORD-01202,福建上杭,广州,铁路,1063.5,4,4,33987.88,已送达
TRS-00999,ORD-01203,新疆阿勒泰,北京,铁路,3041.2,7,8,96102.10,已送达
TRS-01000,ORD-01204,贵州贞丰,成都,公路,737.1,2,2,30526.72,运输中
TRS-01001,ORD-01205,福建上杭,南京,水运,839.6,5,5,25552.71,已送达
TRS-01002,ORD-01206,新疆阿勒泰,兰州,铁路,2703.6,6,7,88571.64,已送达
TRS-01003,ORD-01208,福建上杭,杭州,公路,924.8,3,3,38290.43,已送达
TRS-01004,ORD-01209,黑龙江多宝山,沈阳,铁路,698.2,3,3,33785.22,已送达
TRS-01005,ORD-01210,河南洛阳,北京,公路,798.7,2,3,40185.43,已送达
TRS-01006,ORD-01212,贵州贞丰,重庆,公路,459.2,2,2,24956.67,已送达
TRS-01007,ORD-01213,福建上杭,上海,水运,855.9,5,6,18321.93,已送达
TRS-01008,ORD-01214,新疆阿勒泰,天津,铁路,3493.9,7,9,99573.49,延误
TRS-01009,ORD-01215,河南洛阳,西安,公路,584.3,2,2,25398.31,已送达
TRS-01010,ORD-01216,福建上杭,合肥,公路,981.4,3,3,34557.04,已送达
TRS-01011,ORD-01218,福建上杭,深圳,水运,1117.7,5,5,23313.32,已送达
TRS-01012,ORD-01219,贵州贞丰,昆明,公路,561.6,2,2,27759.37,已送达
TRS-01013,ORD-01221,福建上杭,苏州,公路,964.8,3,4,39216.45,已送达
TRS-01014,ORD-01222,福建上杭,佛山,铁路,1092.0,4,4,42197.26,已送达
TRS-01015,ORD-01223,新疆阿勒泰,银川,铁路,1962.7,5,6,70972.49,已送达
TRS-01016,ORD-01224,福建上杭,无锡,公路,1120.5,3,3,41703.81,已送达
TRS-01017,ORD-01225,黑龙江多宝山,长春,铁路,553.4,2,2,27043.97,已送达
TRS-01018,ORD-01226,新疆阿勒泰,石家庄,铁路,3047.8,7,7,94952.65,已送达
TRS-01019,ORD-01228,福建上杭,东莞,水运,1119.3,5,5,24439.99,已送达
TRS-01020,ORD-01229,贵州贞丰,武汉,铁路,946.6,4,5,46715.93,已送达
TRS-01021,ORD-01230,河南洛阳,乌鲁木齐,铁路,3311.7,7,8,89096.39,已送达
TRS-01022,ORD-01231,黑龙江多宝山,哈尔滨,公路,389.7,1,1,12889.59,已送达
TRS-01023,ORD-01233,福建上杭,汕头,公路,674.4,2,2,27536.43,已送达
TRS-01024,ORD-01234,新疆阿勒泰,太原,铁路,3342.5,6,7,95430.52,已送达
TRS-01025,ORD-01235,贵州贞丰,贵阳,公路,306.8,1,1,13972.69,已送达
TRS-01026,ORD-01237,福建上杭,珠海,水运,1213.6,5,5,21946.92,已送达
TRS-01027,ORD-01238,河南洛阳,西宁,铁路,1376.0,4,5,60682.18,已送达
TRS-01028,ORD-01239,福建上杭,温州,公路,629.2,2,2,32374.40,已送达
TRS-01029,ORD-01240,黑龙江多宝山,大连,铁路,990.1,3,4,38605.93,已送达
TRS-01030,ORD-01241,新疆阿勒泰,呼和浩特,铁路,3045.5,6,6,66593.44,已送达
TRS-01031,ORD-01242,贵州贞丰,南宁,铁路,855.6,3,3,32675.36,已送达
TRS-01032,ORD-01243,福建上杭,宁波,水运,852.4,4,4,21477.44,已送达
TRS-01033,ORD-01245,河南洛阳,郑州,公路,133.8,1,1,7369.98,已送达
TRS-01034,ORD-01246,贵州贞丰,成都,公路,625.2,2,3,27686.34,已送达
TRS-01035,ORD-01248,黑龙江多宝山,长春,铁路,581.9,2,2,28098.33,已送达
TRS-01036,ORD-01249,新疆阿勒泰,兰州,铁路,3018.7,6,8,69905.66,延误
TRS-01037,ORD-01250,福建上杭,厦门,公路,227.3,1,1,13777.86,已送达
TRS-01038,ORD-01251,福建上杭,上海,水运,845.1,5,5,19543.61,已送达
TRS-01039,ORD-01252,新疆阿勒泰,北京,铁路,3916.2,7,7,82132.54,已送达
TRS-01040,ORD-01254,福建上杭,广州,水运,1366.7,5,6,30014.19,已送达
TRS-01041,ORD-01255,福建上杭,南京,公路,804.9,3,3,37029.40,已送达
TRS-01042,ORD-01256,黑龙江多宝山,沈阳,铁路,934.4,3,4,36600.51,已送达
TRS-01043,ORD-01257,河南洛阳,西安,铁路,506.1,2,2,23396.49,已送达
TRS-01044,ORD-01258,福建上杭,杭州,公路,911.9,3,3,36725.64,已送达
TRS-01045,ORD-01260,福建上杭,深圳,水运,1073.6,5,5,26374.07,已送达
TRS-01046,ORD-01261,贵州贞丰,重庆,公路,487.0,2,2,25612.97,已送达
TRS-01047,ORD-01262,福建上杭,合肥,铁路,751.2,3,3,36551.80,已送达
TRS-01048,ORD-01263,福建上杭,佛山,水运,1285.2,5,6,22279.60,已送达
TRS-01049,ORD-01265,黑龙江多宝山,哈尔滨,公路,328.2,1,1,16677.83,已送达
TRS-01050,ORD-01266,新疆阿勒泰,石家庄,铁路,3446.3,7,8,80428.42,已送达
TRS-01051,ORD-01267,福建上杭,苏州,公路,832.1,3,3,50281.66,已送达
TRS-01052,ORD-01268,贵州贞丰,昆明,公路,538.4,2,2,23139.90,已送达
TRS-01053,ORD-01269,福建上杭,汕头,水运,668.6,4,4,21237.03,已送达
TRS-01054,ORD-01270,福建上杭,无锡,公路,1048.7,3,3,48642.72,已送达
TRS-01055,ORD-01271,福建上杭,上海,水运,970.8,5,5,20565.09,已送达
TRS-01056,ORD-01273,新疆阿勒泰,天津,铁路,4081.2,7,7,86896.21,已送达
TRS-01057,ORD-01274,贵州贞丰,贵阳,公路,288.8,1,1,13370.77,已送达
TRS-01058,ORD-01276,河南洛阳,银川,铁路,1138.1,4,5,41088.29,已送达
TRS-01059,ORD-01277,福建上杭,温州,公路,764.2,2,2,32595.10,运输中
TRS-01060,ORD-01278,福建上杭,东莞,水运,1010.9,5,5,25003.10,已送达
TRS-01061,ORD-01279,新疆阿勒泰,太原,铁路,2641.0,6,7,89043.54,已送达
TRS-01062,ORD-01280,福建上杭,苏州,公路,1081.2,3,3,42614.81,已送达
TRS-01063,ORD-01281,黑龙江多宝山,大连,铁路,985.9,3,3,31608.61,已送达
TRS-01064,ORD-01282,贵州贞丰,南宁,铁路,836.6,3,4,33688.06,已送达
TRS-01065,ORD-01284,福建上杭,珠海,水运,945.9,5,5,19658.54,已送达
TRS-01066,ORD-01285,河南洛阳,乌鲁木齐,铁路,3233.4,7,9,87850.58,延误
TRS-01067,ORD-01286,新疆阿勒泰,呼和浩特,铁路,2576.6,6,6,72675.80,已送达
TRS-01068,ORD-01287,福建上杭,上海,公路,953.6,3,3,44564.22,已送达
TRS-01069,ORD-01288,贵州贞丰,成都,公路,682.0,2,2,27417.46,已送达
TRS-01070,ORD-01290,福建上杭,厦门,公路,234.4,1,1,11959.03,已送达
TRS-01071,ORD-01291,福建上杭,杭州,水运,653.9,4,4,18484.34,已送达
TRS-01072,ORD-01292,新疆阿勒泰,北京,铁路,3531.7,7,7,99083.48,已送达
TRS-01073,ORD-01294,福建上杭,广州,水运,1055.1,5,5,27761.94,已送达
TRS-01074,ORD-01295,贵州贞丰,重庆,公路,531.8,2,2,21155.33,已送达
TRS-01075,ORD-01296,黑龙江多宝山,沈阳,铁路,826.0,3,3,32071.33,已送达
TRS-01076,ORD-01297,福建上杭,合肥,公路,1024.2,3,3,35399.20,已送达
TRS-01077,ORD-01298,新疆阿勒泰,石家庄,铁路,2982.8,7,8,88118.61,已送达
TRS-01078,ORD-01299,福建上杭,深圳,水运,1059.1,5,5,27838.45,已送达
TRS-01079,ORD-01300,贵州贞丰,昆明,公路,656.0,2,2,22924.54,已送达
TRS-01080,ORD-01301,福建上杭,上海,公路,1104.7,3,3,48885.57,已送达
TRS-01081,ORD-01302,福建上杭,广州,铁路,1343.9,4,4,33537.70,已送达
TRS-01082,ORD-01303,新疆阿勒泰,北京,铁路,3115.9,7,8,92863.64,已送达
TRS-01083,ORD-01304,贵州贞丰,成都,公路,637.7,2,2,29588.86,运输中
TRS-01084,ORD-01305,福建上杭,南京,水运,746.9,5,5,21213.41,已送达
TRS-01085,ORD-01306,新疆阿勒泰,兰州,铁路,2729.5,6,7,70801.34,已送达
TRS-01086,ORD-01308,福建上杭,杭州,公路,801.2,3,3,37657.03,已送达
TRS-01087,ORD-01309,黑龙江多宝山,沈阳,铁路,896.9,3,3,28725.92,已送达
TRS-01088,ORD-01310,河南洛阳,北京,公路,824.7,2,3,36534.47,已送达
TRS-01089,ORD-01312,贵州贞丰,重庆,公路,478.6,2,2,23267.27,已送达
TRS-01090,ORD-01313,福建上杭,上海,水运,912.2,5,6,22030.18,已送达
TRS-01091,ORD-01314,新疆阿勒泰,天津,铁路,3179.4,7,9,90495.65,延误
TRS-01092,ORD-01315,河南洛阳,西安,公路,467.2,2,2,20613.84,已送达
TRS-01093,ORD-01316,福建上杭,合肥,公路,819.5,3,3,39701.08,已送达
TRS-01094,ORD-01318,福建上杭,深圳,水运,1066.3,5,5,26817.10,已送达
TRS-01095,ORD-01319,贵州贞丰,昆明,公路,585.4,2,2,29235.99,已送达
TRS-01096,ORD-01321,福建上杭,苏州,公路,1031.3,3,4,39180.15,已送达
TRS-01097,ORD-01322,福建上杭,佛山,铁路,1059.0,4,4,34870.86,已送达
TRS-01098,ORD-01323,新疆阿勒泰,银川,铁路,2439.5,5,6,80835.26,已送达
TRS-01099,ORD-01324,福建上杭,无锡,公路,1019.4,3,3,46734.16,已送达
