record_id,record_date,warehouse_id,warehouse_location,product_category,stock_quantity_tons,min_stock_tons,max_capacity_tons
INV-00312,2025-10-15,WH-05,河南洛阳,钼精矿,189.4,80.0,600.0
INV-00313,2026-01-15,WH-01,福建上杭,金矿石,565.4,200.0,2000.0
INV-00314,2026-01-15,WH-01,福建上杭,铜精矿,889.6,300.0,3000.0
INV-00315,2026-01-15,WH-01,福建上杭,银精矿,64.4,50.0,500.0
INV-00316,2026-01-15,WH-02,新疆阿勒泰,金矿石,422.6,150.0,1500.0
INV-00317,2026-01-15,WH-02,新疆阿勒泰,铜精矿,836.2,250.0,2500.0
INV-00318,2026-01-15,WH-02,新疆阿勒泰,锌精矿,1361.8,400.0,4000.0
INV-00319,2026-01-15,WH-03,黑龙江多宝山,铜精矿,617.0,200.0,2000.0
INV-00320,2026-01-15,WH-03,黑龙江多宝山,钼精矿,77.4,100.0,800.0
INV-00321,2026-01-15,WH-04,贵州贞丰,金矿石,305.2,100.0,1000.0
INV-00322,2026-01-15,WH-04,贵州贞丰,锌精矿,690.1,300.0,2500.0
INV-00323,2026-01-15,WH-05,河南洛阳,银精矿,38.4,40.0,400.0
INV-00324,2026-01-15,WH-05,河南洛阳,钼精矿,144.2,80.0,600.0
INV-00325,2026-04-15,WH-01,福建上杭,金矿石,795.1,200.0,2000.0
INV-00326,2026-04-15,WH-01,福建上杭,铜精矿,1573.1,300.0,3000.0
INV-00327,2026-04-15,WH-01,福建上杭,银精矿,107.2,50.0,500.0
INV-00328,2026-04-15,WH-02,新疆阿勒泰,金矿石,528.8,150.0,1500.0
INV-00329,2026-04-15,WH-02,新疆阿勒泰,铜精矿,1129.2,250.0,2500.0
INV-00330,2026-04-15,WH-02,新疆阿勒泰,锌精矿,1823.6,400.0,4000.0
INV-00331,2026-04-15,WH-03,黑龙江多宝山,铜精矿,638.4,200.0,2000.0
INV-00332,2026-04-15,WH-03,黑龙江多宝山,钼精矿,275.1,100.0,800.0
INV-00333,2026-04-15,WH-04,贵州贞丰,金矿石,543.0,100.0,1000.0
INV-00334,2026-04-15,WH-04,贵州贞丰,锌精矿,972.1,300.0,2500.0
INV-00335,2026-04-15,WH-05,河南洛阳,银精矿,68.7,40.0,400.0
INV-00336,2026-04-15,WH-05,河南洛阳,钼精矿,306.7,80.0,600.0
INV-00337,2025-08-15,WH-01,福建上杭,金矿石,882.6,200.0,2000.0
INV-00338,2025-08-15,WH-01,福建上杭,铜精矿,1136.3,300.0,3000.0
INV-00339,2025-08-15,WH-01,福建上杭,银精矿,113.9,50.0,500.0
INV-00340,2025-08-15,WH-02,新疆阿勒泰,金矿石,512.7,150.0,1500.0
INV-00341,2025-08-15,WH-02,新疆阿勒泰,铜精矿,1070.0,250.0,2500.0
INV-00342,2025-08-15,WH-02,新疆阿勒泰,锌精矿,1566.4,400.0,4000.0
INV-00343,2025-08-15,WH-03,黑龙江多宝山,铜精矿,769.4,200.0,2000.0
INV-00344,2025-08-15,WH-03,黑龙江多宝山,钼精矿,331.5,100.0,800.0
INV-00345,2025-08-15,WH-04,贵州贞丰,金矿石,362.1,100.0,1000.0
INV-00346,2025-08-15,WH-04,贵州贞丰,锌精矿,949.0,300.0,2500.0
INV-00347,2025-08-15,WH-05,河南洛阳,银精矿,101.0,40.0,400.0
INV-00348,2025-08-15,WH-05,河南洛阳,钼精矿,265.2,80.0,600.0
INV-00349,2025-11-15,WH-01,福建上杭,金矿石,772.8,200.0,2000.0
INV-00350,2025-11-15,WH-01,福建上杭,铜精矿,1112.8,300.0,3000.0
INV-00351,2025-11-15,WH-01,福建上杭,银精矿,99.7,50.0,500.0
INV-00352,2025-11-15,WH-02,新疆阿勒泰,金矿石,486.2,150.0,1500.0
INV-00353,2025-11-15,WH-02,新疆阿勒泰,铜精矿,1114.8,250.0,2500.0
INV-00354,2025-11-15,WH-02,新疆阿勒泰,锌精矿,1534.4,400.0,4000.0
INV-00355,2025-11-15,WH-03,黑龙江多宝山,铜精矿,644.0,200.0,2000.0
INV-00356,2025-11-15,WH-03,黑龙江多宝山,钼精矿,212.3,100.0,800.0
INV-00357,2025-11-15,WH-04,贵州贞丰,金矿石,318.3,100.0,1000.0
INV-00358,2025-11-15,WH-04,贵州贞丰,锌精矿,815.4,300.0,2500.0
INV-00359,2025-11-15,WH-05,河南洛阳,银精矿,36.6,40.0,400.0
INV-00360,2025-11-15,WH-05,河南洛阳,钼精矿,210.3,80.0,600.0
INV-00361,2026-02-15,WH-01,福建上杭,金矿石,653.5,200.0,2000.0
INV-00362,2026-02-15,WH-01,福建上杭,铜精矿,728.8,300.0,3000.0
INV-00363,2026-02-15,WH-01,福建上杭,银精矿,62.5,50.0,500.0
INV-00364,2026-02-15,WH-02,新疆阿勒泰,金矿石,410.1,150.0,1500.0
INV-00365,2026-02-15,WH-02,新疆阿勒泰,铜精矿,802.3,250.0,2500.0
INV-00366,2026-02-15,WH-02,新疆阿勒泰,锌精矿,1196.5,400.0,4000.0
INV-00367,2026-02-15,WH-03,黑龙江多宝山,铜精矿,631.5,200.0,2000.0
INV-00368,2026-02-15,WH-03,黑龙江多宝山,钼精矿,87.6,100.0,800.0
INV-00369,2026-02-15,WH-04,贵州贞丰,金矿石,320.1,100.0,1000.0
INV-00370,2026-02-15,WH-04,贵州贞丰,锌精矿,745.4,300.0,2500.0
INV-00371,2026-02-15,WH-05,河南洛阳,银精矿,41.1,40.0,400.0
INV-00372,2026-02-15,WH-05,河南洛阳,钼精矿,147.0,80.0,600.0
INV-00373,2026-05-15,WH-01,福建上杭,金矿石,906.5,200.0,2000.0
INV-00374,2026-05-15,WH-01,福建上杭,铜精矿,1427.1,300.0,3000.0
INV-00375,2026-05-15,WH-01,福建上杭,银精矿,105.4,50.0,500.0
INV-00376,2026-05-15,WH-02,新疆阿勒泰,金矿石,610.7,150.0,1500.0
INV-00377,2026-05-15,WH-02,新疆阿勒泰,铜精矿,1041.2,250.0,2500.0
INV-00378,2026-05-15,WH-02,新疆阿勒泰,锌精矿,1605.5,400.0,4000.0
INV-00379,2026-05-15,WH-03,黑龙江多宝山,铜精矿,678.5,200.0,2000.0
INV-00380,2026-05-15,WH-03,黑龙江多宝山,钼精矿,285.1,100.0,800.0
INV-00381,2026-05-15,WH-04,贵州贞丰,金矿石,485.3,100.0,1000.0
INV-00382,2026-05-15,WH-04,贵州贞丰,锌精矿,960.0,300.0,2500.0
INV-00383,2026-05-15,WH-05,河南洛阳,银精矿,70.9,40.0,400.0
INV-00384,2026-05-15,WH-05,河南洛阳,钼精矿,304.2,80.0,600.0
INV-00385,2025-09-15,WH-01,福建上杭,金矿石,865.3,200.0,2000.0
INV-00386,2025-09-15,WH-01,福建上杭,铜精矿,1288.6,300.0,3000.0
INV-00387,2025-09-15,WH-01,福建上杭,银精矿,102.7,50.0,500.0
INV-00388,2025-09-15,WH-02,新疆阿勒泰,金矿石,630.3,150.0,1500.0
INV-00389,2025-09-15,WH-02,新疆阿勒泰,铜精矿,854.6,250.0,2500.0
INV-00390,2025-09-15,WH-02,新疆阿勒泰,锌精矿,1553.5,400.0,4000.0
INV-00391,2025-09-15,WH-03,黑龙江多宝山,铜精矿,714.8,200.0,2000.0
INV-00392,2025-09-15,WH-03,黑龙江多宝山,钼精矿,404.6,100.0,800.0
INV-00393,2025-09-15,WH-04,贵州贞丰,金矿石,394.0,100.0,1000.0
INV-00394,2025-09-15,WH-04,贵州贞丰,锌精矿,1093.3,300.0,2500.0
INV-00395,2025-09-15,WH-05,河南洛阳,银精矿,83.6,40.0,400.0
INV-00396,2025-09-15,WH-05,河南洛阳,钼精矿,282.1,80.0,600.0
INV-00397,2025-12-15,WH-01,福建上杭,金矿石,699.2,200.0,2000.0
INV-00398,2025-12-15,WH-01,福建上杭,铜精矿,1068.0,300.0,3000.0
INV-00399,2025-12-15,WH-01,福建上杭,银精矿,75.1,50.0,500.0
INV-00400,2025-12-15,WH-02,新疆阿勒泰,金矿石,443.8,150.0,1500.0
INV-00401,2025-12-15,WH-02,新疆阿勒泰,铜精矿,1179.0,250.0,2500.0
INV-00402,2025-12-15,WH-02,新疆阿勒泰,锌精矿,1437.4,400.0,4000.0
INV-00403,2025-12-15,WH-03,黑龙江多宝山,铜精矿,573.5,200.0,2000.0
INV-00404,2025-12-15,WH-03,黑龙江多宝山,钼精矿,171.9,100.0,800.0
INV-00405,2025-12-15,WH-04,贵州贞丰,金矿石,303.8,100.0,1000.0
INV-00406,2025-12-15,WH-04,贵州贞丰,锌精矿,872.0,300.0,2500.0
INV-00407,2025-12-15,WH-05,河南洛阳,银精矿,40.4,40.0,400.0
INV-00408,2025-12-15,WH-05,河南洛阳,钼精矿,193.9,80.0,600.0
INV-00409,2026-03-15,WH-01,福建上杭,金矿石,582.9,200.0,2000.0
INV-00410,2026-03-15,WH-01,福建上杭,铜精矿,966.4,300.0,3000.0
INV-00411,2026-03-15,WH-01,福建上杭,银精矿,61.7,50.0,500.0
INV-00412,2026-03-15,WH-02,新疆阿勒泰,金矿石,382.3,150.0,1500.0
INV-00413,2026-03-15,WH-02,新疆阿勒泰,铜精矿,1028.5,250.0,2500.0
INV-00414,2026-03-15,WH-02,新疆阿勒泰,锌精矿,1471.3,400.0,4000.0
INV-00415,2026-03-15,WH-03,黑龙江多宝山,铜精矿,544.3,200.0,2000.0
INV-00416,2026-03-15,WH-03,黑龙江多宝山,钼精矿,83.1,100.0,800.0
INV-00417,2026-03-15,WH-04,贵州贞丰,金矿石,247.8,100.0,1000.0
INV-00418,2026-03-15,WH-04,贵州贞丰,锌精矿,649.0,300.0,2500.0
INV-00419,2026-03-15,WH-05,河南洛阳,银精矿,44.0,40.0,400.0
INV-00420,2026-03-15,WH-05,河南洛阳,钼精矿,165.7,80.0,600.0
INV-00421,2026-06-15,WH-01,福建上杭,金矿石,995.7,200.0,2000.0
INV-00422,2026-06-15,WH-01,福建上杭,铜精矿,1441.0,300.0,3000.0
INV-00423,2026-06-15,WH-01,福建上杭,银精矿,103.1,50.0,500.0
INV-00424,2026-06-15,WH-02,新疆阿勒泰,金矿石,648.9,150.0,1500.0
INV-00425,2026-06-15,WH-02,新疆阿勒泰,铜精矿,982.3,250.0,2500.0
INV-00426,2026-06-15,WH-02,新疆阿勒泰,锌精矿,1412.5,400.0,4000.0
INV-00427,2026-06-15,WH-03,黑龙江多宝山,铜精矿,769.3,200.0,2000.0
INV-00428,2026-06-15,WH-03,黑龙江多宝山,钼精矿,282.2,100.0,800.0
INV-00429,2026-06-15,WH-04,贵州贞丰,金矿石,492.0,100.0,1000.0
INV-00430,2026-06-15,WH-04,贵州贞丰,锌精矿,1032.9,300.0,2500.0
INV-00431,2026-06-15,WH-05,河南洛阳,银精矿,74.1,40.0,400.0
INV-00432,2026-06-15,WH-05,河南洛阳,钼精矿,340.9,80.0,600.0
INV-00433,2025-10-15,WH-01,福建上杭,金矿石,945.8,200.0,2000.0
INV-00434,2025-10-15,WH-01,福建上杭,铜精矿,1121.8,300.0,3000.0
INV-00435,2025-10-15,WH-01,福建上杭,银精矿,122.3,50.0,500.0
INV-00436,2025-10-15,WH-02,新疆阿勒泰,金矿石,546.8,150.0,1500.0
INV-00437,2025-10-15,WH-02,新疆阿勒泰,铜精矿,1011.3,250.0,2500.0
INV-00438,2025-10-15,WH-02,新疆阿勒泰,锌精矿,2093.1,400.0,4000.0
INV-00439,2025-10-15,WH-03,黑龙江多宝山,铜精矿,749.2,200.0,2000.0
INV-00440,2025-10-15,WH-03,黑龙江多宝山,钼精矿,374.0,100.0,800.0
INV-00441,2025-10-15,WH-04,贵州贞丰,金矿石,369.9,100.0,1000.0
INV-00442,2025-10-15,WH-04,贵州贞丰,锌精矿,969.4,300.0,2500.0
INV-00443,2025-10-15,WH-05,河南洛阳,银精矿,94.3,40.0,400.0
INV-00444,2025-10-15,WH-05,河南洛阳,钼精矿,261.3,80.0,600.0
INV-00445,2026-01-15,WH-01,福建上杭,金矿石,662.1,200.0,2000.0
INV-00446,2026-01-15,WH-01,福建上杭,铜精矿,932.8,300.0,3000.0
INV-00447,2026-01-15,WH-01,福建上杭,银精矿,72.6,50.0,500.0
INV-00448,2026-01-15,WH-02,新疆阿勒泰,金矿石,460.6,150.0,1500.0
INV-00449,2026-01-15,WH-02,新疆阿勒泰,铜精矿,959.7,250.0,2500.0
INV-00450,2026-01-15,WH-02,新疆阿勒泰,锌精矿,1538.5,400.0,4000.0
INV-00451,2026-01-15,WH-03,黑龙江多宝山,铜精矿,690.6,200.0,2000.0
INV-00452,2026-01-15,WH-03,黑龙江多宝山,钼精矿,171.8,100.0,800.0
INV-00453,2026-01-15,WH-04,贵州贞丰,金矿石,313.4,100.0,1000.0
INV-00454,2026-01-15,WH-04,贵州贞丰,锌精矿,841.8,300.0,2500.0
INV-00455,2026-01-15,WH-05,河南洛阳,银精矿,36.8,40.0,400.0
INV-00456,2026-01-15,WH-05,河南洛阳,钼精矿,195.6,80.0,600.0
INV-00457,2026-04-15,WH-01,福建上杭,金矿石,682.3,200.0,2000.0
INV-00458,2026-04-15,WH-01,福建上杭,铜精矿,785.9,300.0,3000.0
INV-00459,2026-04-15,WH-01,福建上杭,银精矿,67.8,50.0,500.0
INV-00460,2026-04-15,WH-02,新疆阿勒泰,金矿石,386.0,150.0,1500.0
INV-00461,2026-04-15,WH-02,新疆阿勒泰,铜精矿,873.7,250.0,2500.0
INV-00462,2026-04-15,WH-02,新疆阿勒泰,锌精矿,1182.4,400.0,4000.0
INV-00463,2026-04-15,WH-03,黑龙江多宝山,铜精矿,493.6,200.0,2000.0
INV-00464,2026-04-15,WH-03,黑龙江多宝山,钼精矿,76.9,100.0,800.0
INV-00465,2026-04-15,WH-04,贵州贞丰,金矿石,243.1,100.0,1000.0
INV-00466,2026-04-15,WH-04,贵州贞丰,锌精矿,753.0,300.0,2500.0
INV-00467,2026-04-15,WH-05,河南洛阳,银精矿,37.2,40.0,400.0
INV-00468,2026-04-15,WH-05,河南洛阳,钼精矿,133.1,80.0,600.0
INV-00469,2026-07-15,WH-01,福建上杭,金矿石,962.3,200.0,2000.0
INV-00470,2026-07-15,WH-01,福建上杭,铜精矿,1317.5,300.0,3000.0
INV-00471,2026-07-15,WH-01,福建上杭,银精矿,111.2,50.0,500.0
INV-00472,2026-07-15,WH-02,新疆阿勒泰,金矿石,505.6,150.0,1500.0
INV-00473,2026-07-15,WH-02,新疆阿勒泰,铜精矿,1066.3,250.0,2500.0
INV-00474,2026-07-15,WH-02,新疆阿勒泰,锌精矿,1707.6,400.0,4000.0
INV-00475,2026-07-15,WH-03,黑龙江多宝山,铜精矿,727.7,200.0,2000.0
INV-00476,2026-07-15,WH-03,黑龙江多宝山,钼精矿,272.9,100.0,800.0
INV-00477,2026-07-15,WH-04,贵州贞丰,金矿石,430.5,100.0,1000.0
INV-00478,2026-07-15,WH-04,贵州贞丰,锌精矿,1065.4,300.0,2500.0
INV-00479,2026-07-15,WH-05,河南洛阳,银精矿,78.3,40.0,400.0
INV-00480,2026-07-15,WH-05,河南洛阳,钼精矿,311.7,80.0,600.0
INV-00481,2025-11-15,WH-01,福建上杭,金矿石,968.9,200.0,2000.0
INV-00482,2025-11-15,WH-01,福建上杭,铜精矿,1079.6,300.0,3000.0
INV-00483,2025-11-15,WH-01,福建上杭,银精矿,106.1,50.0,500.0
INV-00484,2025-11-15,WH-02,新疆阿勒泰,金矿石,514.0,150.0,1500.0
INV-00485,2025-11-15,WH-02,新疆阿勒泰,铜精矿,910.2,250.0,2500.0
INV-00486,2025-11-15,WH-02,新疆阿勒泰,锌精矿,2042.1,400.0,4000.0
INV-00487,2025-11-15,WH-03,黑龙江多宝山,铜精矿,833.5,200.0,2000.0
INV-00488,2025-11-15,WH-03,黑龙江多宝山,钼精矿,399.2,100.0,800.0
INV-00489,2025-11-15,WH-04,贵州贞丰,金矿石,429.6,100.0,1000.0
INV-00490,2025-11-15,WH-04,贵州贞丰,锌精矿,1236.8,300.0,2500.0
INV-00491,2025-11-15,WH-05,河南洛阳,银精矿,86.2,40.0,400.0
INV-00492,2025-11-15,WH-05,河南洛阳,钼精矿,317.6,80.0,600.0
INV-00493,2026-02-15,WH-01,福建上杭,金矿石,726.2,200.0,2000.0
INV-00494,2026-02-15,WH-01,福建上杭,铜精矿,1034.5,300.0,3000.0
INV-00495,2026-02-15,WH-01,福建上杭,银精矿,89.6,50.0,500.0
INV-00496,2026-02-15,WH-02,新疆阿勒泰,金矿石,517.5,150.0,1500.0
INV-00497,2026-02-15,WH-02,新疆阿勒泰,铜精矿,1101.7,250.0,2500.0
INV-00498,2026-02-15,WH-02,新疆阿勒泰,锌精矿,1317.1,400.0,4000.0
INV-00499,2026-02-15,WH-03,黑龙江多宝山,铜精矿,685.5,200.0,2000.0
INV-00500,2026-02-15,WH-03,黑龙江多宝山,钼精矿,186.3,100.0,800.0
INV-00501,2026-02-15,WH-04,贵州贞丰,金矿石,346.6,100.0,1000.0
INV-00502,2026-02-15,WH-04,贵州贞丰,锌精矿,776.6,300.0,2500.0
INV-00503,2026-02-15,WH-05,河南洛阳,银精矿,34.8,40.0,400.0
INV-00504,2026-02-15,WH-05,河南洛阳,钼精矿,198.8,80.0,600.0
INV-00505,2026-05-15,WH-01,福建上杭,金矿石,541.6,200.0,2000.0
INV-00506,2026-05-15,WH-01,福建上杭,铜精矿,905.4,300.0,3000.0
INV-00507,2026-05-15,WH-01,福建上杭,银精矿,73.4,50.0,500.0
INV-00508,2026-05-15,WH-02,新疆阿勒泰,金矿石,444.0,150.0,1500.0
INV-00509,2026-05-15,WH-02,新疆阿勒泰,铜精矿,937.1,250.0,2500.0
INV-00510,2026-05-15,WH-02,新疆阿勒泰,锌精矿,1358.0,400.0,4000.0
INV-00511,2026-05-15,WH-03,黑龙江多宝山,铜精矿,532.1,200.0,2000.0
INV-00512,2026-05-15,WH-03,黑龙江多宝山,钼精矿,87.9,100.0,800.0
INV-00513,2026-05-15,WH-04,贵州贞丰,金矿石,263.6,100.0,1000.0
INV-00514,2026-05-15,WH-04,贵州贞丰,锌精矿,808.6,300.0,2500.0
INV-00515,2026-05-15,WH-05,河南洛阳,银精矿,41.6,40.0,400.0
INV-00516,2026-05-15,WH-05,河南洛阳,钼精矿,148.0,80.0,600.0
INV-00517,2026-08-15,WH-01,福建上杭,金矿石,946.1,200.0,2000.0
INV-00518,2026-08-15,WH-01,福建上杭,铜精矿,1339.2,300.0,3000.0
INV-00519,2026-08-15,WH-01,福建上杭,银精矿,123.6,50.0,500.0
INV-00520,2026-08-15,WH-02,新疆阿勒泰,金矿石,485.6,150.0,1500.0
INV-00521,2026-08-15,WH-02,新疆阿勒泰,铜精矿,962.2,250.0,2500.0
INV-00522,2026-08-15,WH-02,新疆阿勒泰,锌精矿,1880.5,400.0,4000.0
INV-00523,2026-08-15,WH-03,黑龙江多宝山,铜精矿,813.7,200.0,2000.0
INV-00524,2026-08-15,WH-03,黑龙江多宝山,钼精矿,279.2,100.0,800.0
INV-00525,2026-08-15,WH-04,贵州贞丰,金矿石,551.8,100.0,1000.0
INV-00526,2026-08-15,WH-04,贵州贞丰,锌精矿,1083.4,300.0,2500.0
INV-00527,2026-08-15,WH-05,河南洛阳,银精矿,65.5,40.0,400.0
INV-00528,2026-08-15,WH-05,河南洛阳,钼精矿,343.0,80.0,600.0
INV-00529,2025-12-15,WH-01,福建上杭,金矿石,893.0,200.0,2000.0
INV-00530,2025-12-15,WH-01,福建上杭,铜精矿,1217.6,300.0,3000.0
INV-00531,2025-12-15,WH-01,福建上杭,银精矿,140.2,50.0,500.0
INV-00532,2025-12-15,WH-02,新疆阿勒泰,金矿石,622.5,150.0,1500.0
INV-00533,2025-12-15,WH-02,新疆阿勒泰,铜精矿,1095.5,250.0,2500.0
INV-00534,2025-12-15,WH-02,新疆阿勒泰,锌精矿,1703.0,400.0,4000.0
INV-00535,2025-12-15,WH-03,黑龙江多宝山,铜精矿,682.4,200.0,2000.0
INV-00536,2025-12-15,WH-03,黑龙江多宝山,钼精矿,354.7,100.0,800.0
INV-00537,2025-12-15,WH-04,贵州贞丰,金矿石,472.2,100.0,1000.0
INV-00538,2025-12-15,WH-04,贵州贞丰,锌精矿,1150.1,300.0,2500.0
INV-00539,2025-12-15,WH-05,河南洛阳,银精矿,98.9,40.0,400.0
INV-00540,2025-12-15,WH-05,河南洛阳,钼精矿,322.5,80.0,600.0
INV-00541,2026-03-15,WH-01,福建上杭,金矿石,662.8,200.0,2000.0
INV-00542,2026-03-15,WH-01,福建上杭,铜精矿,991.6,300.0,3000.0
INV-00543,2026-03-15,WH-01,福建上杭,银精矿,94.2,50.0,500.0
INV-00544,2026-03-15,WH-02,新疆阿勒泰,金矿石,438.4,150.0,1500.0
INV-00545,2026-03-15,WH-02,新疆阿勒泰,铜精矿,946.5,250.0,2500.0
INV-00546,2026-03-15,WH-02,新疆阿勒泰,锌精矿,1576.6,400.0,4000.0
INV-00547,2026-03-15,WH-03,黑龙江多宝山,铜精矿,723.7,200.0,2000.0
INV-00548,2026-03-15,WH-03,黑龙江多宝山,钼精矿,167.9,100.0,800.0
INV-00549,2026-03-15,WH-04,贵州贞丰,金矿石,316.4,100.0,1000.0
INV-00550,2026-03-15,WH-04,贵州贞丰,锌精矿,927.6,300.0,2500.0
INV-00551,2026-03-15,WH-05,河南洛阳,银精矿,43.0,40.0,400.0
INV-00552,2026-03-15,WH-05,河南洛阳,钼精矿,225.3,80.0,600.0
INV-00553,2026-06-15,WH-01,福建上杭,金矿石,616.8,200.0,2000.0
INV-00554,2026-06-15,WH-01,福建上杭,铜精矿,771.1,300.0,3000.0
INV-00555,2026-06-15,WH-01,福建上杭,银精矿,60.7,50.0,500.0
INV-00556,2026-06-15,WH-02,新疆阿勒泰,金矿石,402.2,150.0,1500.0
INV-00557,2026-06-15,WH-02,新疆阿勒泰,铜精矿,889.2,250.0,2500.0
INV-00558,2026-06-15,WH-02,新疆阿勒泰,锌精矿,1411.6,400.0,4000.0
INV-00559,2026-06-15,WH-03,黑龙江多宝山,铜精矿,609.9,200.0,2000.0
INV-00560,2026-06-15,WH-03,黑龙江多宝山,钼精矿,85.9,100.0,800.0
INV-00561,2026-06-15,WH-04,贵州贞丰,金矿石,266.2,100.0,1000.0
INV-00562,2026-06-15,WH-04,贵州贞丰,锌精矿,675.4,300.0,2500.0
INV-00563,2026-06-15,WH-05,河南洛阳,银精矿,36.2,40.0,400.0
INV-00564,2026-06-15,WH-05,河南洛阳,钼精矿,145.4,80.0,600.0
INV-00565,2026-09-15,WH-01,福建上杭,金矿石,782.1,200.0,2000.0
INV-00566,2026-09-15,WH-01,福建上杭,铜精矿,1492.5,300.0,3000.0
INV-00567,2026-09-15,WH-01,福建上杭,银精矿,129.4,50.0,500.0
INV-00568,2026-09-15,WH-02,新疆阿勒泰,金矿石,506.5,150.0,1500.0
INV-00569,2026-09-15,WH-02,新疆阿勒泰,铜精矿,1128.6,250.0,2500.0
INV-00570,2026-09-15,WH-02,新疆阿勒泰,锌精矿,1736.4,400.0,4000.0
INV-00571,2026-09-15,WH-03,黑龙江多宝山,铜精矿,703.4,200.0,2000.0
INV-00572,2026-09-15,WH-03,黑龙江多宝山,钼精矿,279.8,100.0,800.0
INV-00573,2026-09-15,WH-04,贵州贞丰,金矿石,555.9,100.0,1000.0
INV-00574,2026-09-15,WH-04,贵州贞丰,锌精矿,962.7,300.0,2500.0
INV-00575,2026-09-15,WH-05,河南洛阳,银精矿,69.7,40.0,400.0
INV-00576,2026-09-15,WH-05,河南洛阳,钼精矿,272.8,80.0,600.0
INV-00577,2026-01-15,WH-01,福建上杭,金矿石,778.8,200.0,2000.0
INV-00578,2026-01-15,WH-01,福建上杭,铜精矿,1074.0,300.0,3000.0
INV-00579,2026-01-15,WH-01,福建上杭,银精矿,124.4,50.0,500.0
INV-00580,2026-01-15,WH-02,新疆阿勒泰,金矿石,694.9,150.0,1500.0
INV-00581,2026-01-15,WH-02,新疆阿勒泰,铜精矿,852.5,250.0,2500.0
INV-00582,2026-01-15,WH-02,新疆阿勒泰,锌精矿,1962.9,400.0,4000.0
INV-00583,2026-01-15,WH-03,黑龙江多宝山,铜精矿,767.4,200.0,2000.0
INV-00584,2026-01-15,WH-03,黑龙江多宝山,钼精矿,353.5,100.0,800.0
INV-00585,2026-01-15,WH-04,贵州贞丰,金矿石,360.5,100.0,1000.0
INV-00586,2026-01-15,WH-04,贵州贞丰,锌精矿,1088.8,300.0,2500.0
INV-00587,2026-01-15,WH-05,河南洛阳,银精矿,88.8,40.0,400.0
INV-00588,2026-01-15,WH-05,河南洛阳,钼精矿,255.8,80.0,600.0
INV-00589,2026-04-15,WH-01,福建上杭,金矿石,698.4,200.0,2000.0
INV-00590,2026-04-15,WH-01,福建上杭,铜精矿,865.6,300.0,3000.0
INV-00591,2026-04-15,WH-01,福建上杭,银精矿,77.1,50.0,500.0
INV-00592,2026-04-15,WH-02,新疆阿勒泰,金矿石,442.3,150.0,1500.0
INV-00593,2026-04-15,WH-02,新疆阿勒泰,铜精矿,1192.0,250.0,2500.0
INV-00594,2026-04-15,WH-02,新疆阿勒泰,锌精矿,1402.7,400.0,4000.0
INV-00595,2026-04-15,WH-03,黑龙江多宝山,铜精矿,614.5,200.0,2000.0
INV-00596,2026-04-15,WH-03,黑龙江多宝山,钼精矿,185.1,100.0,800.0
INV-00597,2026-04-15,WH-04,贵州贞丰,金矿石,310.7,100.0,1000.0
INV-00598,2026-04-15,WH-04,贵州贞丰,锌精矿,843.2,300.0,2500.0
INV-00599,2026-04-15,WH-05,河南洛阳,银精矿,39.2,40.0,400.0
INV-00600,2026-04-15,WH-05,河南洛阳,钼精矿,241.7,80.0,600.0
INV-00601,2026-07-15,WH-01,福建上杭,金矿石,516.6,200.0,2000.0
INV-00602,2026-07-15,WH-01,福建上杭,铜精矿,780.7,300.0,3000.0
INV-00603,2026-07-15,WH-01,福建上杭,银精矿,59.8,50.0,500.0
INV-00604,2026-07-15,WH-02,新疆阿勒泰,金矿石,332.7,150.0,1500.0
INV-00605,2026-07-15,WH-02,新疆阿勒泰,铜精矿,1013.8,250.0,2500.0
INV-00606,2026-07-15,WH-02,新疆阿勒泰,锌精矿,1163.2,400.0,4000.0
INV-00607,2026-07-15,WH-03,黑龙江多宝山,铜精矿,575.8,200.0,2000.0
INV-00608,2026-07-15,WH-03,黑龙江多宝山,钼精矿,104.5,100.0,800.0
INV-00609,2026-07-15,WH-04,贵州贞丰,金矿石,241.5,100.0,1000.0
INV-00610,2026-07-15,WH-04,贵州贞丰,锌精矿,658.2,300.0,2500.0
INV-00611,2026-07-15,WH-05,河南洛阳,银精矿,48.8,40.0,400.0
INV-00612,2026-07-15,WH-05,河南洛阳,钼精矿,172.4,80.0,600.0
INV-00613,2026-10-15,WH-01,福建上杭,金矿石,1030.1,200.0,2000.0
INV-00614,2026-10-15,WH-01,福建上杭,铜精矿,1192.0,300.0,3000.0
INV-00615,2026-10-15,WH-01,福建上杭,银精矿,119.0,50.0,500.0
INV-00616,2026-10-15,WH-02,新疆阿勒泰,金矿石,568.2,150.0,1500.0
INV-00617,2026-10-15,WH-02,新疆阿勒泰,铜精矿,1218.5,250.0,2500.0
INV-00618,2026-10-15,WH-02,新疆阿勒泰,锌精矿,1886.7,400.0,4000.0
INV-00619,2026-10-15,WH-03,黑龙江多宝山,铜精矿,616.7,200.0,2000.0
INV-00620,2026-10-15,WH-03,黑龙江多宝山,钼精矿,227.3,100.0,800.0
INV-00621,2026-10-15,WH-04,贵州贞丰,金矿石,448.6,100.0,1000.0
INV-00622,2026-10-15,WH-04,贵州贞丰,锌精矿,1201.9,300.0,2500.0
INV-00623,2026-10-15,WH-05,河南洛阳,银精矿,84.9,40.0,400.0
