order_id,order_date,customer_id,product_category,quantity_tons,unit_price,total_amount,region,status
ORD-01628,2026-08-18,CUST-041,银精矿,55.7,4461775.97,248520921.53,华南,已完成
ORD-01629,2026-08-22,CUST-006,锌精矿,412.5,16969.77,7000030.12,华东,已完成
ORD-01630,2026-08-25,CUST-034,钼精矿,91.8,296974.59,27262267.36,西北,已完成
ORD-01631,2026-09-01,CUST-020,金矿石,179.6,391484.29,70310578.48,东北,已完成
ORD-01632,2026-09-05,CUST-043,铜精矿,279.5,56096.65,15679013.68,华东,已取消
ORD-01633,2026-09-08,CUST-013,银精矿,62.0,3734252.46,231523652.52,华南,已完成
ORD-01634,2026-09-12,CUST-036,锌精矿,466.8,15858.71,7402845.83,华北,已完成
ORD-01635,2026-09-15,CUST-001,钼精矿,75.9,352382.24,26745812.02,西南,已完成
ORD-01636,2026-09-18,CUST-028,金矿石,268.1,410917.26,110166917.41,华东,进行中
ORD-01637,2026-09-22,CUST-047,铜精矿,239.1,48821.31,11673175.22,华南,已完成
ORD-01638,2026-09-25,CUST-010,银精矿,30.6,3895399.33,119199219.50,西北,已完成
ORD-01639,2026-10-01,CUST-023,锌精矿,375.9,19776.61,7434027.70,华东,已完成
ORD-01640,2026-10-05,CUST-038,钼精矿,82.9,360784.99,29909075.67,东北,已完成
ORD-01641,2026-10-08,CUST-017,金矿石,207.6,439430.74,91225821.62,华北,已完成
ORD-01642,2026-10-12,CUST-045,铜精矿,370.9,48111.21,17844447.79,西南,已完成
ORD-01643,2026-10-15,CUST-004,银精矿,40.9,4344456.64,177688276.58,华东,已完成
ORD-01644,2026-10-18,CUST-032,锌精矿,470.7,20698.78,9742915.75,华南,进行中
ORD-01645,2026-10-22,CUST-026,钼精矿,93.3,367134.07,34253608.73,华北,已完成
ORD-01646,2026-10-25,CUST-040,金矿石,159.9,353635.88,56546377.21,西南,已完成
ORD-01647,2026-11-01,CUST-024,铜精矿,311.7,50613.20,15776134.44,华东,已取消
ORD-01648,2026-11-05,CUST-049,银精矿,38.9,4568757.44,177724664.42,东北,已完成
ORD-01649,2026-11-08,CUST-030,锌精矿,446.1,18563.48,8281168.43,西北,已完成
ORD-01650,2026-11-12,CUST-007,钼精矿,93.6,311549.65,29161047.24,华南,已完成
ORD-01651,2026-11-15,CUST-015,金矿石,201.1,412122.35,82877804.58,华东,已完成
ORD-01652,2026-11-18,CUST-042,铜精矿,316.5,59052.92,18690249.18,华北,已完成
ORD-01653,2026-11-22,CUST-021,银精矿,44.2,3712767.97,164104344.27,西南,进行中
ORD-01654,2026-11-25,CUST-008,锌精矿,459.5,20529.55,9433328.22,华南,已完成
ORD-01655,2026-12-01,CUST-035,钼精矿,102.5,272422.40,27923296.00,华东,已完成
ORD-01656,2026-12-05,CUST-012,金矿石,189.0,387616.26,73259473.14,东北,已完成
ORD-01657,2026-12-08,CUST-044,铜精矿,218.6,59405.62,12986068.53,西北,已完成
ORD-01658,2026-12-12,CUST-003,银精矿,67.8,3875786.35,262778314.53,华东,已完成
ORD-01659,2026-12-15,CUST-018,锌精矿,329.3,19056.65,6275354.85,华北,已取消
ORD-01660,2026-12-18,CUST-029,钼精矿,96.7,368924.60,35675008.82,华南,已完成
ORD-01661,2026-12-22,CUST-046,金矿石,220.6,431035.62,95086457.77,西南,已完成
ORD-01662,2026-12-25,CUST-011,铜精矿,317.8,49026.92,15580755.18,华东,已完成
ORD-01663,2027-01-01,CUST-037,银精矿,46.1,3998922.24,184350315.26,华南,已完成
ORD-01664,2027-01-05,CUST-019,锌精矿,512.5,16571.36,8492822.00,西北,进行中
ORD-01665,2027-01-08,CUST-033,钼精矿,83.9,327579.85,27483949.41,东北,已完成
ORD-01666,2027-01-12,CUST-005,金矿石,244.5,396731.21,97000780.84,华北,已完成
ORD-01667,2027-01-15,CUST-027,铜精矿,229.2,57991.26,13291596.79,华东,已完成
ORD-01668,2027-01-18,CUST-048,银精矿,34.6,3772906.44,130542562.82,西南,已完成
ORD-01669,2027-01-22,CUST-014,锌精矿,426.1,16864.51,7185967.71,华南,已完成
ORD-01670,2027-01-25,CUST-039,钼精矿,105.4,326772.64,34441836.26,华东,已完成
ORD-01671,2027-02-01,CUST-002,金矿石,215.8,431686.69,93157987.70,华东,已完成
ORD-01672,2027-02-05,CUST-031,铜精矿,307.7,51009.11,15695503.15,东北,已取消
ORD-01673,2027-02-08,CUST-016,银精矿,46.9,4429194.25,207729210.32,华北,已完成
ORD-01674,2027-02-12,CUST-025,锌精矿,316.8,21634.01,6853654.37,西南,已完成
ORD-01675,2027-02-15,CUST-009,钼精矿,91.1,301497.51,27466423.16,华南,进行中
ORD-01676,2027-02-18,CUST-041,金矿石,259.5,462447.10,120005022.45,西北,已完成
ORD-01677,2027-02-22,CUST-006,铜精矿,229.2,47834.34,10963630.73,华东,已完成
ORD-01678,2027-02-25,CUST-034,银精矿,51.8,4040269.80,209285975.64,华南,已完成
ORD-01679,2027-03-01,CUST-020,锌精矿,490.2,17317.18,8488881.64,华北,已完成
ORD-01680,2027-03-05,CUST-043,钼精矿,83.3,314624.11,26208188.36,华东,已完成
ORD-01681,2027-03-08,CUST-013,金矿石,173.1,452460.89,78320980.06,东北,已完成
ORD-01682,2027-03-12,CUST-036,铜精矿,285.6,51603.78,14738039.57,西南,已完成
ORD-01683,2027-03-15,CUST-001,银精矿,54.9,3803076.90,208788921.81,华东,进行中
ORD-01684,2027-03-18,CUST-028,锌精矿,340.0,17555.53,5968880.20,华南,已完成
ORD-01685,2027-03-22,CUST-047,钼精矿,120.3,323415.50,38906884.65,西北,已完成
ORD-01686,2027-03-25,CUST-010,金矿石,198.4,362244.74,71869356.42,华北,已完成
ORD-01687,2027-04-01,CUST-023,铜精矿,288.7,46677.88,13475903.96,华东,已完成
ORD-01688,2027-04-05,CUST-038,银精矿,44.7,4329267.50,193518257.25,西南,已完成
ORD-01689,2027-04-08,CUST-017,锌精矿,435.4,17997.15,7835959.11,东北,已取消
ORD-01690,2027-04-12,CUST-045,钼精矿,90.5,297660.44,26938269.82,华南,已完成
ORD-01691,2027-04-15,CUST-004,金矿石,286.1,410873.71,117550968.43,华东,已完成
ORD-01692,2027-04-18,CUST-032,铜精矿,288.6,60061.95,17333878.77,华北,已完成
ORD-01693,2027-04-22,CUST-026,银精矿,44.5,4343463.66,193284132.87,西北,进行中
ORD-01694,2027-04-25,CUST-040,锌精矿,459.4,18984.53,8721493.08,华南,已完成
ORD-01695,2027-04-28,CUST-024,钼精矿,104.9,368447.32,38650123.87,西南,已完成
ORD-01696,2027-04-28,CUST-049,金矿石,164.3,339738.27,55818997.76,东北,已完成
ORD-01697,2027-04-28,CUST-030,铜精矿,303.9,59073.01,17952287.74,华东,已完成
ORD-01698,2027-04-28,CUST-007,银精矿,35.9,3745510.55,134463828.74,华北,已完成
ORD-01699,2027-04-28,CUST-015,锌精矿,410.6,18678.89,7669552.23,华南,已完成
ORD-01700,2027-04-28,CUST-042,钼精矿,110.5,349813.32,38654371.86,西南,已完成
ORD-01701,2026-06-05,CUST-012,金矿石,169.9,406262.39,69023980.06,华东,已完成
ORD-01702,2026-06-08,CUST-035,铜精矿,309.1,54324.40,16791672.04,华南,已完成
ORD-01703,2026-06-12,CUST-007,银精矿,42.8,4447753.80,190363862.64,华北,已完成
ORD-01704,2026-06-15,CUST-021,锌精矿,543.2,16837.33,9146037.66,西南,进行中
ORD-01705,2026-06-18,CUST-042,钼精矿,70.6,373703.36,26383457.22,华东,已完成
ORD-01706,2026-06-22,CUST-018,金矿石,195.5,340972.32,66660088.56,西北,已完成
ORD-01707,2026-06-25,CUST-003,铜精矿,190.2,59715.37,11357863.37,华南,已取消
ORD-01708,2026-07-01,CUST-029,银精矿,57.9,4564211.50,264267845.85,华东,已完成
ORD-01709,2026-07-05,CUST-015,锌精矿,362.6,16319.36,5917399.94,东北,已完成
ORD-01710,2026-07-08,CUST-037,钼精矿,85.2,299059.74,25479889.85,华北,已完成
ORD-01711,2026-07-12,CUST-008,金矿石,157.1,354652.56,55715917.18,华南,进行中
ORD-01712,2026-07-15,CUST-044,铜精矿,271.4,47265.77,12827929.98,西南,已完成
ORD-01713,2026-07-20,CUST-022,银精矿,37.0,4605329.75,170397200.75,华东,已完成
ORD-01714,2026-07-25,CUST-011,锌精矿,398.6,16060.43,6401687.40,华北,已完成
ORD-01715,2026-08-01,CUST-033,钼精矿,101.6,327481.81,33272151.90,西北,已完成
ORD-01716,2026-08-05,CUST-019,金矿石,240.5,417982.54,100524800.87,华东,已完成
ORD-01717,2026-08-08,CUST-046,铜精矿,347.4,46612.18,16193071.33,东北,已取消
ORD-01718,2026-08-12,CUST-005,银精矿,53.6,4552237.36,243999922.50,华南,已完成
ORD-01719,2026-08-15,CUST-027,锌精矿,506.0,16544.81,8371673.86,西南,已完成
ORD-01720,2026-08-18,CUST-014,钼精矿,62.3,308192.00,19200361.60,华北,进行中
ORD-01721,2026-08-22,CUST-039,金矿石,184.0,399024.48,73420504.32,华东,已完成
ORD-01722,2026-08-25,CUST-002,铜精矿,325.6,58921.05,19184693.88,华南,已完成
ORD-01723,2026-09-01,CUST-031,银精矿,43.5,4304606.78,187250394.93,西北,已完成
ORD-01724,2026-09-05,CUST-016,锌精矿,376.0,16365.62,6153473.12,华东,已完成
ORD-01725,2026-09-08,CUST-048,钼精矿,81.0,375946.28,30451648.68,东北,已完成
ORD-01726,2026-09-12,CUST-009,金矿石,192.4,417871.08,80398395.79,华北,已完成
ORD-01727,2026-09-15,CUST-025,铜精矿,342.3,59013.82,20200430.59,西南,进行中
ORD-01728,2026-09-18,CUST-041,银精矿,48.1,4042403.06,194439587.19,华南,已完成
ORD-01729,2026-09-22,CUST-006,锌精矿,559.4,17130.68,9582902.39,华东,已完成
ORD-01730,2026-09-25,CUST-034,钼精矿,94.6,343931.87,32535954.90,西北,已完成
ORD-01731,2026-10-01,CUST-020,金矿石,183.1,425023.44,77821791.86,东北,已完成
ORD-01732,2026-10-05,CUST-043,铜精矿,250.6,60457.33,15150606.90,华东,已取消
ORD-01733,2026-10-08,CUST-013,银精矿,76.2,4517212.77,344211613.07,华南,已完成
ORD-01734,2026-10-12,CUST-036,锌精矿,386.6,17273.39,6677892.57,华北,已完成
ORD-01735,2026-10-15,CUST-001,钼精矿,70.5,298241.42,21026020.11,西南,已完成
ORD-01736,2026-10-18,CUST-028,金矿石,272.8,365149.66,99612827.25,华东,进行中
ORD-01737,2026-10-22,CUST-047,铜精矿,255.8,59012.61,15095425.64,华南,已完成
ORD-01738,2026-10-25,CUST-010,银精矿,35.0,4109768.32,143841891.20,西北,已完成
ORD-01739,2026-11-01,CUST-023,锌精矿,389.6,17320.35,6748008.36,华东,已完成
ORD-01740,2026-11-05,CUST-038,钼精矿,105.8,365544.75,38674634.55,东北,已完成
ORD-01741,2026-11-08,CUST-017,金矿石,195.4,348352.22,68068023.79,华北,已完成
ORD-01742,2026-11-12,CUST-045,铜精矿,388.4,46211.10,17948391.24,西南,已完成
ORD-01743,2026-11-15,CUST-004,银精矿,41.0,4515858.64,185150204.24,华东,已完成
ORD-01744,2026-11-18,CUST-032,锌精矿,355.0,19336.91,6864603.05,华南,进行中
ORD-01745,2026-11-22,CUST-026,钼精矿,105.2,374051.77,39350246.20,华北,已完成
ORD-01746,2026-11-25,CUST-040,金矿石,166.0,350814.45,58235198.70,西南,已完成
ORD-01747,2026-12-01,CUST-024,铜精矿,245.0,60965.98,14936665.10,华东,已取消
ORD-01748,2026-12-05,CUST-049,银精矿,49.5,4703703.68,232833332.16,东北,已完成
ORD-01749,2026-12-08,CUST-030,锌精矿,453.6,19935.05,9042538.68,西北,已完成
ORD-01750,2026-12-12,CUST-007,钼精矿,85.2,290069.42,24713914.58,华南,已完成
ORD-01751,2026-12-15,CUST-015,金矿石,212.4,356648.05,75752045.82,华东,已完成
ORD-01752,2026-12-18,CUST-042,铜精矿,294.7,51538.64,15188437.21,华北,已完成
ORD-01753,2026-12-22,CUST-021,银精矿,34.1,4518044.37,154065313.02,西南,进行中
ORD-01754,2026-12-25,CUST-008,锌精矿,474.0,17660.04,8370858.96,华南,已完成
ORD-01755,2027-01-01,CUST-035,钼精矿,103.7,291609.92,30239948.70,华东,已完成
ORD-01756,2027-01-05,CUST-012,金矿石,180.4,401889.59,72500882.04,东北,已完成
ORD-01757,2027-01-08,CUST-044,铜精矿,276.2,58961.25,16285097.25,西北,已完成
ORD-01758,2027-01-12,CUST-003,银精矿,62.3,3996650.66,248991336.12,华东,已完成
ORD-01759,2027-01-15,CUST-018,锌精矿,351.1,17291.29,6070971.92,华北,已取消
ORD-01760,2027-01-18,CUST-029,钼精矿,70.9,343436.64,24349657.78,华南,已完成
ORD-01761,2027-01-22,CUST-046,金矿石,220.4,419283.91,92410173.76,西南,已完成
ORD-01762,2027-01-25,CUST-011,铜精矿,364.4,62248.32,22683287.81,华东,已完成
ORD-01763,2027-02-01,CUST-037,银精矿,58.0,4598838.97,266732660.26,华南,已完成
ORD-01764,2027-02-05,CUST-019,锌精矿,450.0,15686.65,7058992.50,西北,进行中
ORD-01765,2027-02-08,CUST-033,钼精矿,103.3,282717.17,29204683.66,东北,已完成
ORD-01766,2027-02-12,CUST-005,金矿石,214.6,453728.20,97370071.72,华北,已完成
ORD-01767,2027-02-15,CUST-027,铜精矿,221.5,60400.00,13378600.00,华东,已完成
ORD-01768,2027-02-18,CUST-048,银精矿,30.4,4594526.09,139673593.14,西南,已完成
ORD-01769,2027-02-22,CUST-014,锌精矿,480.1,21367.96,10258757.60,华南,已完成
ORD-01770,2027-02-25,CUST-039,钼精矿,134.0,349238.76,46797993.84,华东,已完成
ORD-01771,2027-03-01,CUST-002,金矿石,201.4,344983.93,69479763.50,华东,已完成
ORD-01772,2027-03-05,CUST-031,铜精矿,394.5,55045.79,21715564.16,东北,已取消
ORD-01773,2027-03-08,CUST-016,银精矿,43.2,4914532.67,212307811.34,华北,已完成
ORD-01774,2027-03-12,CUST-025,锌精矿,376.3,18403.71,6925316.07,西南,已完成
ORD-01775,2027-03-15,CUST-009,钼精矿,82.2,308574.77,25364846.09,华南,进行中
ORD-01776,2027-03-18,CUST-041,金矿石,301.5,445916.56,134443842.84,西北,已完成
ORD-01777,2027-03-22,CUST-006,铜精矿,257.8,60300.53,15545476.63,华东,已完成
ORD-01778,2027-03-25,CUST-034,银精矿,62.1,4717608.00,292963456.80,华南,已完成
ORD-01779,2027-04-01,CUST-020,锌精矿,489.3,21581.53,10559842.63,华北,已完成
ORD-01780,2027-04-05,CUST-043,钼精矿,86.6,280115.23,24257978.92,华东,已完成
ORD-01781,2027-04-08,CUST-013,金矿石,200.8,430206.08,86385380.86,东北,已完成
ORD-01782,2027-04-12,CUST-036,铜精矿,319.4,59418.04,18978121.98,西南,已完成
ORD-01783,2027-04-15,CUST-001,银精矿,60.9,3676158.40,223878046.56,华东,进行中
ORD-01784,2027-04-18,CUST-028,锌精矿,331.7,20005.16,6635711.57,华南,已完成
ORD-01785,2027-04-22,CUST-047,钼精矿,95.4,373927.33,35672667.28,西北,已完成
ORD-01786,2027-04-25,CUST-010,金矿石,240.0,356782.00,85627680.00,华北,已完成
ORD-01787,2027-05-01,CUST-023,铜精矿,360.2,52636.97,18959836.59,华东,已完成
ORD-01788,2027-05-05,CUST-038,银精矿,45.8,3955940.97,181182096.43,西南,已完成
ORD-01789,2027-05-08,CUST-017,锌精矿,353.6,21237.78,7509679.01,东北,已取消
ORD-01790,2027-05-12,CUST-045,钼精矿,92.7,355639.08,32967742.72,华南,已完成
ORD-01791,2027-05-15,CUST-004,金矿石,284.2,434822.88,123576662.50,华东,已完成
ORD-01792,2027-05-18,CUST-032,铜精矿,301.4,59416.26,17908060.76,华北,已完成
ORD-01793,2027-05-22,CUST-026,银精矿,46.4,3560875.59,165224627.38,西北,进行中
ORD-01794,2027-05-25,CUST-040,锌精矿,451.8,19648.60,8877237.48,华南,已完成
ORD-01795,2027-05-28,CUST-024,钼精矿,95.6,328308.02,31386246.71,西南,已完成
ORD-01796,2027-05-28,CUST-049,金矿石,154.1,441477.85,68031736.68,东北,已完成
ORD-01797,2027-05-28,CUST-030,铜精矿,276.9,48542.76,13441490.24,华东,已完成
ORD-01798,2027-05-28,CUST-007,银精矿,42.2,3759973.30,158670873.26,华北,已完成
ORD-01799,2027-05-28,CUST-015,锌精矿,355.1,21701.07,7706049.96,华南,已完成
ORD-01800,2027-05-28,CUST-042,钼精矿,92.0,292397.88,26900604.96,西南,已完成
ORD-01801,2026-07-05,CUST-012,金矿石,169.3,328012.30,55532482.39,华东,已完成
ORD-01802,2026-07-08,CUST-035,铜精矿,298.9,47623.42,14234640.24,华南,已完成
ORD-01803,2026-07-12,CUST-007,银精矿,51.5,4057040.40,208937580.60,华北,已完成
ORD-01804,2026-07-15,CUST-021,锌精矿,461.7,19168.83,8850248.81,西南,进行中
ORD-01805,2026-07-18,CUST-042,钼精矿,90.1,333248.00,30025644.80,华东,已完成
ORD-01806,2026-07-22,CUST-018,金矿石,188.0,397072.65,74649658.20,西北,已完成
ORD-01807,2026-07-25,CUST-003,铜精矿,157.2,47858.89,7523417.51,华南,已取消
ORD-01808,2026-08-01,CUST-029,银精矿,55.3,3690333.55,204075445.31,华东,已完成
ORD-01809,2026-08-05,CUST-015,锌精矿,446.3,20300.47,9060099.76,东北,已完成
ORD-01810,2026-08-08,CUST-037,钼精矿,85.1,360255.10,30657709.01,华北,已完成
ORD-01811,2026-08-12,CUST-008,金矿石,161.6,440247.30,71143963.68,华南,进行中
ORD-01812,2026-08-15,CUST-044,铜精矿,299.1,60472.59,18087351.67,西南,已完成
ORD-01813,2026-08-20,CUST-022,银精矿,30.9,4041104.00,124870113.60,华东,已完成
ORD-01814,2026-08-25,CUST-011,锌精矿,425.5,21191.18,9016847.09,华北,已完成
ORD-01815,2026-09-01,CUST-033,钼精矿,99.1,276659.36,27416942.58,西北,已完成
ORD-01816,2026-09-05,CUST-019,金矿石,265.7,366691.30,97429878.41,华东,已完成
ORD-01817,2026-09-08,CUST-046,铜精矿,360.0,56288.19,20263748.40,东北,已取消
ORD-01818,2026-09-12,CUST-005,银精矿,45.0,4799287.90,215967955.50,华南,已完成
ORD-01819,2026-09-15,CUST-027,锌精矿,494.0,19366.80,9567199.20,西南,已完成
ORD-01820,2026-09-18,CUST-014,钼精矿,65.7,354383.22,23282977.55,华北,进行中
ORD-01821,2026-09-22,CUST-039,金矿石,177.9,355615.85,63264059.71,华东,已完成
ORD-01822,2026-09-25,CUST-002,铜精矿,303.6,55317.66,16794441.58,华南,已完成
ORD-01823,2026-10-01,CUST-031,银精矿,42.4,3734894.12,158359510.69,西北,已完成
ORD-01824,2026-10-05,CUST-016,锌精矿,338.8,20538.80,6958545.44,华东,已完成
ORD-01825,2026-10-08,CUST-048,钼精矿,91.5,312289.52,28574491.08,东北,已完成
ORD-01826,2026-10-12,CUST-009,金矿石,198.5,371613.83,73765345.26,华北,已完成
ORD-01827,2026-10-15,CUST-025,铜精矿,333.5,49334.53,16453065.75,西南,进行中
ORD-01828,2026-10-18,CUST-041,银精矿,50.1,4231971.23,212021758.62,华南,已完成
ORD-01829,2026-10-22,CUST-006,锌精矿,506.2,15805.16,8000571.99,华东,已完成
ORD-01830,2026-10-25,CUST-034,钼精矿,90.1,322314.63,29040548.16,西北,已完成
ORD-01831,2026-11-01,CUST-020,金矿石,188.6,349270.56,65872427.62,东北,已完成
ORD-01832,2026-11-05,CUST-043,铜精矿,209.4,47717.18,9991977.49,华东,已取消
ORD-01833,2026-11-08,CUST-013,银精矿,60.2,4979674.44,299776401.29,华南,已完成
ORD-01834,2026-11-12,CUST-036,锌精矿,379.8,20759.58,7884488.48,华北,已完成
ORD-01835,2026-11-15,CUST-001,钼精矿,70.7,352784.78,24941883.95,西南,已完成
ORD-01836,2026-11-18,CUST-028,金矿石,255.1,370687.42,94562360.84,华东,进行中
ORD-01837,2026-11-22,CUST-047,铜精矿,242.0,45590.90,11032997.80,华南,已完成
ORD-01838,2026-11-25,CUST-010,银精矿,31.4,4433058.43,139198034.70,西北,已完成
ORD-01839,2026-12-01,CUST-023,锌精矿,338.7,16831.07,5700683.41,华东,已完成
ORD-01840,2026-12-05,CUST-038,钼精矿,78.6,309003.04,24287638.94,东北,已完成
ORD-01841,2026-12-08,CUST-017,金矿石,225.9,457017.43,103240237.44,华北,已完成
ORD-01842,2026-12-12,CUST-045,铜精矿,323.9,52322.07,16947118.47,西南,已完成
ORD-01843,2026-12-15,CUST-004,银精矿,51.1,4900498.72,250415484.59,华东,已完成
ORD-01844,2026-12-18,CUST-032,锌精矿,394.5,19472.42,7681869.69,华南,进行中
ORD-01845,2026-12-22,CUST-026,钼精矿,116.7,356411.12,41593177.70,华北,已完成
ORD-01846,2026-12-25,CUST-040,金矿石,163.2,433078.10,70678345.92,西南,已完成
ORD-01847,2027-01-01,CUST-024,铜精矿,257.4,46958.04,12086999.50,华东,已取消
ORD-01848,2027-01-05,CUST-049,银精矿,36.2,4130834.24,149536199.49,东北,已完成
ORD-01849,2027-01-08,CUST-030,锌精矿,367.0,17145.29,6292321.43,西北,已完成
ORD-01850,2027-01-12,CUST-007,钼精矿,74.9,338814.25,25377187.33,华南,已完成
ORD-01851,2027-01-15,CUST-015,金矿石,199.2,395789.04,78841176.77,华东,已完成
ORD-01852,2027-01-18,CUST-042,铜精矿,315.0,53085.24,16721850.60,华北,已完成
ORD-01853,2027-01-22,CUST-021,银精矿,42.5,3644381.08,154886195.90,西南,进行中
ORD-01854,2027-01-25,CUST-008,锌精矿,414.0,21112.83,8740711.62,华南,已完成
ORD-01855,2027-02-01,CUST-035,钼精矿,124.7,301631.36,37613430.59,华东,已完成
ORD-01856,2027-02-05,CUST-012,金矿石,151.8,392334.93,59556442.37,东北,已完成
ORD-01857,2027-02-08,CUST-044,铜精矿,257.1,54178.00,13929163.80,西北,已完成
ORD-01858,2027-02-12,CUST-003,银精矿,52.8,4722530.38,249349604.06,华东,已完成
ORD-01859,2027-02-15,CUST-018,锌精矿,409.0,21371.70,8741025.30,华北,已取消
ORD-01860,2027-02-18,CUST-029,钼精矿,80.2,288056.81,23102156.16,华南,已完成
ORD-01861,2027-02-22,CUST-046,金矿石,217.9,354131.60,77165275.64,西南,已完成
ORD-01862,2027-02-25,CUST-011,铜精矿,376.5,60130.27,22639046.65,华东,已完成
ORD-01863,2027-03-01,CUST-037,银精矿,59.1,4087664.85,241580992.64,华南,已完成
ORD-01864,2027-03-05,CUST-019,锌精矿,530.0,21234.68,11254380.40,西北,进行中
ORD-01865,2027-03-08,CUST-033,钼精矿,104.0,372646.30,38755215.20,东北,已完成
ORD-01866,2027-03-12,CUST-005,金矿石,260.2,360726.33,93860991.07,华北,已完成
ORD-01867,2027-03-15,CUST-027,铜精矿,237.0,54095.33,12820593.21,华东,已完成
ORD-01868,2027-03-18,CUST-048,银精矿,36.9,4276303.95,157795615.75,西南,已完成
ORD-01869,2027-03-22,CUST-014,锌精矿,378.0,18682.58,7062015.24,华南,已完成
ORD-01870,2027-03-25,CUST-039,钼精矿,118.3,355160.79,42015521.46,华东,已完成
ORD-01871,2027-04-01,CUST-002,金矿石,183.6,363239.18,66690713.45,华东,已完成
ORD-01872,2027-04-05,CUST-031,铜精矿,382.4,59553.85,22773392.24,东北,已取消
ORD-01873,2027-04-08,CUST-016,银精矿,55.1,4600129.30,253467124.43,华北,已完成
ORD-01874,2027-04-12,CUST-025,锌精矿,354.0,17746.20,6282154.80,西南,已完成
ORD-01875,2027-04-15,CUST-009,钼精矿,103.5,321313.84,33255982.44,华南,进行中
ORD-01876,2027-04-18,CUST-041,金矿石,260.9,434216.63,113287118.77,西北,已完成
ORD-01877,2027-04-22,CUST-006,铜精矿,218.9,46203.05,10113847.65,华东,已完成
ORD-01878,2027-04-25,CUST-034,银精矿,63.5,4525647.00,287378584.50,华南,已完成
ORD-01879,2027-05-01,CUST-020,锌精矿,432.9,21692.03,9390479.79,华北,已完成
ORD-01880,2027-05-05,CUST-043,钼精矿,89.7,337334.81,30258932.46,华东,已完成
ORD-01881,2027-05-08,CUST-013,金矿石,169.0,350556.62,59244068.78,东北,已完成
ORD-01882,2027-05-12,CUST-036,铜精矿,265.5,52610.18,13968002.79,西南,已完成
ORD-01883,2027-05-15,CUST-001,银精矿,61.5,4597180.65,282726609.98,华东,进行中
ORD-01884,2027-05-18,CUST-028,锌精矿,406.4,17606.27,7155188.13,华南,已完成
ORD-01885,2027-05-22,CUST-047,钼精矿,96.1,302726.97,29092061.82,西北,已完成
ORD-01886,2027-05-25,CUST-010,金矿石,198.8,336306.37,66857706.36,华北,已完成
ORD-01887,2027-06-01,CUST-023,铜精矿,281.0,49985.54,14045936.74,华东,已完成
ORD-01888,2027-06-05,CUST-038,银精矿,38.4,4810319.38,184716264.19,西南,已完成
ORD-01889,2027-06-08,CUST-017,锌精矿,354.1,20208.57,7155854.64,东北,已取消
ORD-01890,2027-06-12,CUST-045,钼精矿,73.9,287305.20,21231854.28,华南,已完成
ORD-01891,2027-06-15,CUST-004,金矿石,253.4,419655.51,106340706.23,华东,已完成
ORD-01892,2027-06-18,CUST-032,铜精矿,306.9,49104.10,15070048.29,华北,已完成
ORD-01893,2027-06-22,CUST-026,银精矿,53.5,4674002.88,250059154.08,西北,进行中
ORD-01894,2027-06-25,CUST-040,锌精矿,439.7,21710.97,9546313.51,华南,已完成
ORD-01895,2027-06-28,CUST-024,钼精矿,108.0,287120.96,31009063.68,西南,已完成
ORD-01896,2027-06-28,CUST-049,金矿石,150.4,337993.79,50834266.02,东北,已完成
ORD-01897,2027-06-28,CUST-030,铜精矿,317.3,45428.03,14414313.92,华东,已完成
ORD-01898,2027-06-28,CUST-007,银精矿,31.2,3856438.40,120320878.08,华北,已完成
ORD-01899,2027-06-28,CUST-015,锌精矿,434.5,20171.31,8764434.20,华南,已完成
ORD-01900,2027-06-28,CUST-042,钼精矿,103.6,324876.28,33657182.61,西南,已完成
ORD-01901,2026-08-05,CUST-012,金矿石,142.8,349267.77,49875437.56,华东,已完成
ORD-01902,2026-08-08,CUST-035,铜精矿,284.1,52000.94,14773467.05,华南,已完成
ORD-01903,2026-08-12,CUST-007,银精矿,39.4,3929667.00,154828879.80,华北,已完成
ORD-01904,2026-08-15,CUST-021,锌精矿,521.8,16926.46,8832226.83,西南,进行中
ORD-01905,2026-08-18,CUST-042,钼精矿,93.4,299213.12,27946505.41,华东,已完成
ORD-01906,2026-08-22,CUST-018,金矿石,220.5,349389.30,77040340.65,西北,已完成
ORD-01907,2026-08-25,CUST-003,铜精矿,210.4,54115.07,11385810.73,华南,已取消
ORD-01908,2026-09-01,CUST-029,银精矿,65.0,3822764.20,248479673.00,华东,已完成
ORD-01909,2026-09-05,CUST-015,锌精矿,478.4,19650.91,9400995.34,东北,已完成
ORD-01910,2026-09-08,CUST-037,钼精矿,81.3,371471.31,30200617.50,华北,已完成
ORD-01911,2026-09-12,CUST-008,金矿石,159.6,411066.99,65606291.60,华南,进行中
ORD-01912,2026-09-15,CUST-044,铜精矿,251.6,59559.96,14985285.94,西南,已完成
ORD-01913,2026-09-20,CUST-022,银精矿,32.4,4394674.25,142387445.70,华东,已完成
ORD-01914,2026-09-25,CUST-011,锌精矿,327.4,16648.45,5450702.53,华北,已完成
ORD-01915,2026-10-01,CUST-033,钼精矿,108.4,299420.85,32457220.14,西北,已完成
ORD-01916,2026-10-05,CUST-019,金矿石,257.9,441500.19,113862899.00,华东,已完成
ORD-01917,2026-10-08,CUST-046,铜精矿,333.7,54779.18,18279812.37,东北,已取消
ORD-01918,2026-10-12,CUST-005,银精矿,47.5,4356638.44,206940325.90,华南,已完成
ORD-01919,2026-10-15,CUST-027,锌精矿,513.2,19115.64,9810146.45,西南,已完成
